product_name,product_category,product_price,product_description,brand_name,stock_quantity,manufacturer,sku,weight,color
Zesty Cilantro Lime Dressing,Food - Condiments,457.99,,Rhynoodle,31,Buzzdog,49349-279,21.7,Indigo
Portable Hand Warmer,Accessories,5169.61,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Riffpedia,889,Buzzbean,53329-065,95,Purple
,Outdoor,3361.45,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",Yozio,,Rhynoodle,55319-390,58.1,Green
Roasted Garlic Aioli,,9452.78,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Zazio,82,Tambee,,18.2,Turquoise
Fleece Lined Leggings,Clothing,8146.87,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Rhyzio,46,Babbleset,49884-460,91.8,Turquoise
Portable Water Filter,Outdoor,7461.94,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Wikizz,171,Youfeed,0517-6110,57.7,Fuscia
Potato Wedge Seasoning,Food - Condiments,9938.4,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Tagtune,29,Yozio,98132-154,7.9,Violet
Smart Wi-Fi Light Bulbs,Smart Home,2040.74,In congue. Etiam justo. Etiam pretium iaculis justo.,Zava,,Tagpad,0699-7071,97.3,Crimson
Quinoa and Kale Salad Kit,Food - Salads,1066.79,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",Skyvu,403,Skiba,,97.9,Puce
Digital Food Thermometer,Kitchen,4237.43,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",Browsecat,464,Jatri,16590-064,3.3,Turquoise
Marinara Sauce,Food - Condiments,4194.95,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Yotz,191,Camimbo,65862-100,40.4,
Sourdough Bread,Food - Bakery,956.49,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Agivu,830,Abatz,41250-935,32.5,Puce
Compact Umbrella,Accessories,2960.95,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Mycat,130,Meembee,60505-0027,43.9,
Ceramic Cookware Set,Kitchen,2853.27,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Eabox,977,Wordtune,41190-335,51.9,Red
Silicone Baking Mat Set,Kitchen,138.64,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Rhycero,482,Ozu,50383-933,50.7,Yellow
Chocolate Chip Pancake Mix,Food - Bakery,,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Skinder,892,Tagpad,57607-001,61,Mauv
Window Blinds,Home,2852.37,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Ainyx,993,Midel,68151-3977,55.6,Fuscia
Casual Cropped Sweater,,1877.78,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Vinte,490,Dabshots,57955-0723,84.8,Maroon
Cookbook,Books,8929.51,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Babbleset,954,Mymm,63459-177,42.8,Turquoise
Outdoor String Lights,,8003.01,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Kwinu,794,Brainsphere,41520-854,47.7,Blue
Cotton Tote Bag Set,Accessories,4956.16,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Skinder,955,Quire,60232-2282,17,Fuscia
Instant Camera,Photography,2742.33,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Talane,838,Oyoba,36800-096,75.1,Teal
Portable Projector,Electronics,3368.7,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Geba,874,Twitterlist,37000-772,35.2,
Energy Protein Bars,,8379.82,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Trudeo,866,Twitterbridge,52709-1101,10.7,Pink
Handcrafted Wooden Coasters,Home,3007.94,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",Fivechat,852,Npath,0049-0530,93.7,Yellow
Frozen Mixed Berries,Food - Frozen Foods,2025.36,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Kwideo,218,Skipstorm,29500-2439,65.3,Green
Fashionable Fanny Pack,Clothing - Accessories,6594.42,,Voonte,486,Jazzy,51769-901,39.7,Mauv
Sour Cream,Food - Dairy,860.16,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Yodoo,462,Jabbercube,55154-5072,66.8,Khaki
Sriracha Hot Chili Sauce,Food - Condiments,719.28,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Photobug,454,Wordify,0904-6409,36.5,Khaki
Smartwatch,Wearable Tech,7627.45,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Lazz,534,Dynazzy,63323-490,19.2,Violet
Dish Rack,,1008.92,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Skipfire,652,Linkbridge,62175-446,40.8,Blue
Ramen Noodle Soup Cups,,5057.66,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",Oyope,446,,59667-0062,38.7,Puce
Classic Baseball Cap,Clothing - Accessories,694.63,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Topdrive,,Youtags,63629-5409,15.5,
Foldable Yoga Mat,Fitness,2091.93,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Katz,362,Jabbercube,76237-284,94.7,Green
Travel Laundry Bag,Travel,7463.73,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Jetpulse,959,Ntag,65162-047,67,Crimson
Spicy Hummus,Food - Deli,7315.79,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Thoughtsphere,885,Oyope,45737-205,22.4,
Wireless Wi-Fi Extender,Electronics,6561.69,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Meetz,821,Gigazoom,36987-1527,46.8,Aquamarine
Thai Peanut Noodles,Food - Pasta,3110.94,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Feedspan,622,Tagcat,0781-2687,68.3,Yellow
Chickpea Salad,Food - Prepared Foods,8710.68,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",Gabspot,114,Thoughtsphere,68745-2031,78.4,Green
Self-Adhesive Wallpaper,Home,6745.9,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",Talane,370,Twinder,58118-2272,16.8,Red
Compact Pop-Up Tent,Outdoor,,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Skipfire,417,Pixope,21695-016,10.3,
Acoustic Guitar,Music,4865.86,,Jetpulse,856,Skipfire,16590-281,38.1,Aquamarine
Compact Dishwasher,,4172.54,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Blogtag,10,Eare,49483-054,15.9,Indigo
Cable Knit Beanie,Clothing - Accessories,7115.99,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Edgepulse,490,Twiyo,0268-6304,55.5,Violet
Kids' Learning Tablet,,2950.25,,Feedspan,555,Dabjam,44911-0070,74.9,Teal
Blackberry Jam,Food - Condiments,426.99,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Mudo,398,Avamm,52125-433,67.5,Goldenrod
Pistachio Ice Cream,Food - Frozen Desserts,3052.3,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Roodel,761,Quimm,0603-4228,85.4,Turquoise
Quinoa,Food - Grains,8857.26,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",Skimia,934,Centidel,,91.5,Yellow
Almond Flour Brownies,Food - Baking,5840.42,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Avaveo,569,Latz,0268-0814,86.3,Aquamarine
Microfiber Cleaning Cloths,Home,6897.5,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Yodo,259,Tazz,63323-549,20.4,Khaki
Pumpkin Pie Spice,,1788.25,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Eadel,637,Zava,0268-6311,55.3,Crimson
Gardening Gloves with Claws,Garden,8950.22,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Feedmix,578,Roodel,54868-0063,67.2,Yellow
Kids' Dinosaur-Themed Lunchbox,Accessories,1047.22,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Demimbu,634,Zoomzone,54569-2095,11.1,Maroon
Cookbook,Books,8949.73,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Jaxspan,673,Buzzbean,42291-109,19.4,
Chickpea Salad Deluxe,Food - Produce,2438.87,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Teklist,,Eamia,67046-664,47,Turquoise
High-Low Hem Tee,Clothing - Tops,7896,,Dabfeed,773,Mybuzz,68788-9804,80.5,Turquoise
Crispy Potato Tots,Food - Frozen Foods,5647.43,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Jamia,731,Mybuzz,50580-451,87.2,Yellow
Creamy Spinach Dip,Food - Prepared Foods,1210.2,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Browsezoom,755,Pixoboo,68998-344,59.4,Mauv
Cauliflower Crust Pizza,Food - Freezer,3308.35,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",,717,Photojam,36800-302,68.8,Yellow
Organic Granola Cereal,,9088.63,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Voonte,706,Avamba,21695-003,97.8,Purple
